Beraterparticipant	item	condition	sentence	completion	time	first_word	stemnoun	word	word_CORRECTED
45	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Leine gekauft.	15689	Leine	Leine	Leine	Leine
53	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Bekannte getroffen, mit der er sich die Langeweile des Wartens auf der Hundewiese vertreiben kann	61575	Bekannte	Bekannte	Bekannte	Bekannte
57	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Leine dabei, die man schnell abmachen kann.	46310	Leine	Leine	Leine	Leine
5	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	freundin, da muss er nicht allein gehen	19601	freundin	Freundin	Freundin	Freundin
61	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	LEine	12845	LEine	Leine	Leine	Leine
65	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Freundin	7310	Freundin	Freundin	Freundin	Freundin
69	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Weste.	9289	Weste	Weste	Weste	Weste
73	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Wiese gefunden, auf der das erlaubt ist.	23887	Wiese	Wiese	Wiese	Wiese
77	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Hundemarke mit Chip	18872	Hundemarke	Marke	Hundemarke	Hundemarke
81	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Pfeife	18039	Pfeife	Pfeife	Pfeife	Pfeife
9	147	Non-constraining_a	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er eine neue	Schleppleine, bis sie dort sind.	28038	Schleppleine	Leine	Schleppleine	Schleppleine
10	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Job, der mehr Freizeit zulässt	60419	Job	Job	Job	Job
14	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund für Hasso gefunden.	23183	Freund	Freund	Freund	Freund
18	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hund	6538	Hund	Hund	Hund	Hund
22	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund gefunden	8455	Freund	Freund	Freund	Freund
26	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hundefreund	15088	Hundefreund	Freund	Hundefreund	Hundefreund
2	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Ball um mit Hasso zu spielen, der alte Ball war verloren gegangen.	31617	Ball	Ball	Ball	Ball
30	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Spielgefährten.	15348	Spielgefährten	Gefährtin	Spielgefährten	Spielgefährten
34	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund, der ebenfalls einen Hund hat, weswegen er sich nicht langweilt. 	48322	Freund	Freund	Freund	Freund
38	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Ball um mit dem Hund zu spielen.	15237	Ball	Ball	Ball	Ball
42	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund gefunden	14106	Freund	Freund	Freund	Freund
46	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Ball zum Spielen dabei.	13287	Ball	Ball	Ball	Ball
100002	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Wurfball	17261	Wurfball	Ball	Wurfball	Wurfball
50	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Kumpel der ihm dabei Gesellschaft leistet.	24325	Kumpel	Kumpel	Kumpel	Kumpel
54	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Spielkameraden für Hasse gefunden, der mit ihm herumtollt.	67008	Spielkameraden	Kameraden	Spielkameraden	Spielkameraden
58	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hund.	8322	Hund	Hund	Hund	Hund
62	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund	7352	Freund	Freund	Freund	Freund
66	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hund	7366	Hund	Hund	Hund	Hund
6	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund dabei	16875	Freund	Freund	Freund	Freund
70	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hundekotbeutel	9685	Hundekotbeutel	Beutel	Hundekotbeutel	Hundekotbeutel
74	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Freund gefunden.	9777	Freund	Freund	Freund	Freund
78	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Hund	12934	Hund	Hund	Hund	Hund
82	147	Non-constraining_b	Konstantin geht mit Hasso im Park in das Gebiet, wo Hunde frei laufen dürfen. Glücklicherweise hat er einen neuen	Spielpartner gefunden.	11730	Spielpartner	Partner	Spielpartner	Spielpartner
10	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Plan, um aus den Schulden rauszukommen	22109	Plan	Plan	Plan	Plan
14	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Fotografen für Bewerbungsfotos.	17842	Fotografen	Fotografen	Fotografen	Fotografen
18	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job	6136	Job	Job	Job	Job
22	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job	5559	Job	Job	Job	Job
26	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job.	8267	Job	Job	Job	Job
2	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job um sich über Wasser halten zu können.	13446	Job	Job	Job	Job
30	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job.	15278	Job	Job	Job	Job
34	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job. 	5822	Job	Job	Job	Job
38	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job, um seine Familie zu finanzieren.	17416	Job	Job	Job	Job
42	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Coach	6762	Coach	Coach	Coach	Coach
46	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Berater, um zu wissen wohin er überhaupt will.	20265	Berater	Berater	Berater	Berater
100002	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Anzug um einen guten ersten Eindruck zu machen.	19844	Anzug	Anzug	Anzug	Anzug
50	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Plan um seine Geldsorgen zu regeln.	18985	Plan	Plan	Plan	Plan
54	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job. 	6147	Job	Job	Job	Job
58	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job.	5152	Job	Job	Job	Job
62	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Arbeitsplatz	11091	Arbeitsplatz	Arbeitsplatz	Arbeitsplatz	Arbeitsplatz
66	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Berater	6519	Berater	Berater	Berater	Berater
6	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job	18252	Job	Job	Job	Job
70	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Freund	7207	Freund	Freund	Freund	Freund
74	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Lebenslauf.	8677	Lebenslauf	Lebenslauf	Lebenslauf	Lebenslauf
78	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	Job	5044	Job	Job	Job	Job
82	148	Constraining_a	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht einen guten	festen Job. 	18387	festen	Job	Job	Job
11	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Praktikum, um sich auszuhelfen	15103	Praktikum	Praktikum	Praktikum	Praktikum
15	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Argument bei der nächsten Bewerbung	11136	Argument	Argument	Argument	Argument
19	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Gehalt und einen neuen Job.	17168	Gehalt	Gehalt	Gehalt	Gehalt
23	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Zeugnis	10013	Zeugnis	Zeugnis	Zeugnis	Zeugnis
31	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Jobangebot.	9160	Jobangebot	Angebot	Jobangebot	Jobangebot
35	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Coaching, um endlich wieder zu einem Bewerbungsgespräch eingeladen zu werden.	39022	Coaching	Coaching	Coaching	Coaching
39	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Bewerbungsschreiben.	12230	Bewerbungsschreiben	Schreiben	Bewerbungsschreiben	Bewerbungsschreiben
3	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Bewerbungsgespräch. 	12985	Bewerbungsgespräch	Gespräch	Bewerbungsgespräch	Bewerbungsgespräch
43	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Jobangebot.	9331	Jobangebot	Angebot	Jobangebot	Jobangebot
47	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Praktikum für seinen Lebenslauf.	16701	Praktikum	Praktikum	Praktikum	Praktikum
100003	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Zeugnis	7822	Zeugnis	Zeugnis	Zeugnis	Zeugnis
51	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Empfehlungsschreiben um wieder eine zu bekommen.	25352	Empfehlungsschreiben	Schreiben	Empfehlungsschreiben	Empfehlungsschreiben
55	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Arbeitsverhältnis.	11595	Arbeitsverhältnis	Verhältnis	Arbeitsverhältnis	Arbeitsverhältnis
59	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Unterstützungssystem.	16224	Unterstützungssystem	System	Unterstützungssystem	Unterstützungssystem
63	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Einkommenverhältnis	10060	Einkommenverhältnis	Verhältnis	Einkommenverhältnis	Einkommenverhältnis
67	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Anschreiben für seine Bewerbung	19753	Anschreiben	Schreiben	Anschreiben	Anschreiben
71	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Gehalt, um seine Miete weiter zahlen zu können	18236	Gehalt	Gehalt	Gehalt	Gehalt
75	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Arbeitszeugnis	13243	Arbeitszeugnis	Zeugnis	Arbeitszeugnis	Arbeitszeugnis
79	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Bewerberprofil	10620	Bewerberprofil	Profil	Bewerberprofil	Bewerberprofil
7	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Bewerbungsgespräch	17421	Bewerbungsgespräch	Gespräch	Bewerbungsgespräch	Bewerbungsgespräch
83	148	Constraining_b	Jussi hat schon seit drei Jahren keine feste Anstellung. Er braucht ein gutes	Bewerbungsschreiben	15705	Bewerbungsschreiben	Schreiben	Bewerbungsschreiben	Bewerbungsschreiben
12	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Steuerberater	11619	Steuerberater	Berater	Steuerberater	Steuerberater
16	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Berater	11428	Berater	Berater	Berater	Berater
20	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Finanzberater, der ihm nun Tipps zur optimalen Anlage seines Gehalts geben kann.	48444	Finanzberater	Berater	Finanzberater	Finanzberater
24	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Job	7574	Job	Job	Job	Job
28	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Beruf, um glücklich zu sein.	20218	Beruf	Beruf	Beruf	Beruf
32	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Finanzberater.	9770	Finanzberater	Berater	Finanzberater	Finanzberater
36	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Rat, denn seine Frau will das Land verlassen.	24281	Rat	Rat	Rat	Rat
40	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Grund es nicht zu sein.	12446	Grund	Grund	Grund	Grund
44	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Ausgleich zur Arbeit	21764	Ausgleich	Ausgleich	Ausgleich	Ausgleich
4	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Freund, um seine Freude zu teilen.	14885	Freund	Freund	Freund	Freund
52	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Grund endlich auswandern zu können.	14864	Grund	Grund	Grund	Grund
56	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Arbeitsplatz, um genug Geld zu verdienen	23414	Arbeitsplatz	Arbeitsplatz	Arbeitsplatz	Arbeitsplatz
60	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Mitarbeiter	9005	Mitarbeiter	Arbeiter	Mitarbeiter	Mitarbeiter
64	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Kollegen	11435	Kollegen	Kollegen	Kollegen	Kollegen
68	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Bausparvertrag.	27037	Bausparvertrag	Vertrag	Bausparvertrag	Bausparvertrag
72	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Chef	10942	Chef	Chef	Chef	Chef
76	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Partner	10525	Partner	Partner	Partner	Partner
80	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Chef	32068	Chef	Chef	Chef	Chef
8	148	Non-constraining_a	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht einen guten	Freund	14503	Freund	Freund	Freund	Freund
13	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Auskommen für sich.	14646	Auskommen	Auskommen	Auskommen	Auskommen
17	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	EInkommen wie dieses, um sich und seiner Familie bald ein eigenes Heim zu kaufen.	38798	EInkommen	Einkommen	Einkommen	Einkommen
1	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Einkommen	10915	Einkommen	Einkommen	Einkommen	Einkommen
21	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Problem	13185	Problem	Problem	Problem	Problem
25	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Arbeitsklima	13117	Arbeitsklima	Klima	Arbeitsklima	Arbeitsklima
29	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Einkommen	8889	Einkommen	Einkommen	Einkommen	Einkommen
37	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Einkaommen um seine Familie zu ernähren.	17738	Einkaommen	Einkommen	Einkaommen	Einkaommen
41	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Empfehlungsschreiben.	14550	Empfehlungsschreiben	Schreiben	Empfehlungsschreiben	Empfehlungsschreiben
45	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Arbeitszeugnis	8144	Arbeitszeugnis	Zeugnis	Arbeitszeugnis	Arbeitszeugnis
53	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Einkommen um seine Familie zu ernähren	14058	Einkommen	Einkommen	Einkommen	Einkommen
57	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Gefühl bei der Arbeit, sonst ist er nicht produktiv.	18618	Gefühl	Gefühl	Gefühl	Gefühl
5	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	team an seiner seite und genau das findet er hier	19874	team	Team	Team	Team
61	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Zeugnis	5306	Zeugnis	Zeugnis	Zeugnis	Zeugnis
65	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Verhältnis zum Chef	37796	Verhältnis	Verhältnis	Verhältnis	Verhältnis
69	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	jemanden, der ihm die Augen öffnet.	22918	NA	NA	NA	NA
73	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Gehalt zum Leben.	6061	Gehalt	Gehalt	Gehalt	Gehalt
77	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Gehalt	13221	Gehalt	Gehalt	Gehalt	Gehalt
81	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Zeugnis	9296	Zeugnis	Zeugnis	Zeugnis	Zeugnis
9	148	Non-constraining_b	Jussi hat schon seit drei Jahren eine feste Anstellung und ist glücklich. Er braucht ein gutes	Arbeitsverhältniss.	16462	Arbeitsverhältniss	Verhältnis	Arbeitsverhältnis	Arbeitsverhältnis
13	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	5881	Termin	Termin	Termin	Termin
17	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	6840	Termin	Termin	Termin	Termin
1	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	4954	Termin	Termin	Termin	Termin
21	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	5371	Termin	Termin	Termin	Termin
25	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	9257	Termin	Termin	Termin	Termin
29	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin, da sie ihren vorherigen spontan absagen musste	17344	Termin	Termin	Termin	Termin
33	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	21765	Termin	Termin	Termin	Termin
37	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	8948	Termin	Termin	Termin	Termin
41	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	7896	Termin	Termin	Termin	Termin
45	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	10420	Termin	Termin	Termin	Termin
53	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin für nächsten Montag	14157	Termin	Termin	Termin	Termin
57	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	7817	Termin	Termin	Termin	Termin
5	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	termin	7261	termin	Termin	Termin	Termin
61	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	8826	Termin	Termin	Termin	Termin
65	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	5797	Termin	Termin	Termin	Termin
69	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	7140	Termin	Termin	Termin	Termin
73	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	6358	Termin	Termin	Termin	Termin
77	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	8755	Termin	Termin	Termin	Termin
81	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin	7655	Termin	Termin	Termin	Termin
9	149	Constraining_a	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart einen neuen	Termin.	12126	Termin	Termin	Termin	Termin
10	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Sprechzeit	37885	Sprechzeit	Zeit	Sprechzeit	Sprechzeit
14	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Therapiesitzung.	16984	Therapiesitzung	Sitzung	Therapiesitzung	Therapiesitzung
18	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Schmerzbehandlung	14716	Schmerzbehandlung	Behandlung	Schmerzbehandlung	Schmerzbehandlung
22	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Termin	12841	Termin	Termin	Termin	Termin
26	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Verabredung mit Ihrer Freundin um zum Arzt gehen zu können.	57107	Verabredung	Verabredung	Verabredung	Verabredung
2	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Sprechstunde mit der netten Arzthelferin.	19774	Sprechstunde	Stunde	Sprechstunde	Sprechstunde
30	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Verordnung zur Krankengymnastik.	35644	Verordnung	Verordnung	Verordnung	Verordnung
34	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Sprechstunde.	10057	Sprechstunde	Stunde	Sprechstunde	Sprechstunde
38	149	Constraining_b	Clara hat seit einiger Zeit Schmerzen im Fuß und möchte sich gerne beim Orthopäden vorstellen. Sie vereinbart eine neue	Schmerztherapie anzufangen.	25418	Schmerztherapie	Therapie	Schmerztherapie	Schmerztherapie
